"k","signal_mode","method","beta","power_smooth"
2,"abundance","GLaD_0.5_weighted",0.188442211055276,0.195278472034733
2,"abundance","GLaD_0.5_weighted",0.19321608040201,0.202062371104106
2,"abundance","GLaD_0.5_weighted",0.197989949748744,0.208915403654533
2,"abundance","GLaD_0.5_weighted",0.202763819095477,0.215836904838678
2,"abundance","GLaD_0.5_weighted",0.207537688442211,0.222826308910706
2,"abundance","GLaD_0.5_weighted",0.212311557788945,0.229883147486434
2,"abundance","GLaD_0.5_weighted",0.217085427135678,0.237006989241881
2,"abundance","GLaD_0.5_weighted",0.221859296482412,0.244197441311933
2,"abundance","GLaD_0.5_weighted",0.226633165829146,0.25145415308705
2,"abundance","GLaD_0.5_weighted",0.231407035175879,0.258776820521365
2,"abundance","GLaD_0.5_weighted",0.236180904522613,0.266165191041624
2,"abundance","GLaD_0.5_weighted",0.240954773869347,0.27361906916528
2,"abundance","GLaD_0.5_weighted",0.24572864321608,0.281138322959715
2,"abundance","GLaD_0.5_weighted",0.250502512562814,0.288722891577606
2,"abundance","GLaD_0.5_weighted",0.255276381909548,0.296372881669579
2,"abundance","GLaD_0.5_weighted",0.260050251256281,0.304088767482195
2,"abundance","GLaD_0.5_weighted",0.264824120603015,0.311871223387759
2,"abundance","GLaD_0.5_weighted",0.269597989949749,0.319721096709617
2,"abundance","GLaD_0.5_weighted",0.274371859296482,0.327639426772902
2,"abundance","GLaD_0.5_weighted",0.279145728643216,0.335627467056886
2,"abundance","GLaD_0.5_weighted",0.28391959798995,0.34368671105275
2,"abundance","GLaD_0.5_weighted",0.288693467336683,0.351818922549763
2,"abundance","GLaD_0.5_weighted",0.293467336683417,0.360026171207939
2,"abundance","GLaD_0.5_weighted",0.298241206030151,0.368310874420742
2,"abundance","GLaD_0.5_weighted",0.303015075376884,0.376675833071728
2,"abundance","GLaD_0.5_weighted",0.307788944723618,0.385124118062783
2,"abundance","GLaD_0.5_weighted",0.312562814070352,0.393659171388628
2,"abundance","GLaD_0.5_weighted",0.317336683417085,0.40228500370697
2,"abundance","GLaD_0.5_weighted",0.322110552763819,0.411006288636659
2,"abundance","GLaD_0.5_weighted",0.326884422110553,0.419828465517291
2,"abundance","GLaD_0.5_weighted",0.331658291457286,0.428757849506199
2,"abundance","GLaD_0.5_weighted",0.33643216080402,0.437801739728
2,"abundance","GLaD_0.5_weighted",0.341206030150754,0.446968505996728
2,"abundance","GLaD_0.5_weighted",0.345979899497487,0.456267616483934
2,"abundance","GLaD_0.5_weighted",0.350753768844221,0.465709537680981
2,"abundance","GLaD_0.5_weighted",0.355527638190955,0.475305470051807
2,"abundance","GLaD_0.5_weighted",0.360301507537688,0.485066727798777
2,"abundance","GLaD_0.5_weighted",0.365075376884422,0.495003086948518
2,"abundance","GLaD_0.5_weighted",0.369849246231156,0.505120066246289
2,"abundance","GLaD_0.5_weighted",0.374623115577889,0.51541463979529
2,"abundance","GLaD_0.5_weighted",0.379396984924623,0.525869316754588
2,"abundance","GLaD_0.5_weighted",0.384170854271357,0.536445938361558
2,"abundance","GLaD_0.5_weighted",0.38894472361809,0.547083762764518
2,"abundance","GLaD_0.5_weighted",0.393718592964824,0.557711730376935
2,"abundance","GLaD_0.5_weighted",0.398492462311558,0.568290410688527
2,"abundance","GLaD_0.5_weighted",0.403266331658291,0.578843095988126
2,"abundance","GLaD_0.5_weighted",0.408040201005025,0.589364712701326
2,"abundance","GLaD_0.5_weighted",0.412814070351759,0.599855726929726
2,"abundance","GLaD_0.5_weighted",0.417587939698492,0.610257462684788
2,"abundance","GLaD_0.5_weighted",0.422361809045226,0.620506504064615
2,"abundance","GLaD_0.5_weighted",0.42713567839196,0.630718254138986
2,"abundance","GLaD_0.5_weighted",0.431909547738693,0.641069241612917
2,"abundance","GLaD_0.5_weighted",0.436683417085427,0.651354149994393
2,"abundance","GLaD_0.5_weighted",0.441457286432161,0.661481666592964
2,"abundance","GLaD_0.5_weighted",0.446231155778894,0.671386467530597
2,"abundance","GLaD_0.5_weighted",0.451005025125628,0.681083847475686
2,"abundance","GLaD_0.5_weighted",0.455778894472362,0.690525287602254
2,"abundance","GLaD_0.5_weighted",0.460552763819095,0.699779100094564
2,"abundance","GLaD_0.5_weighted",0.465326633165829,0.708838610476214
2,"abundance","GLaD_0.5_weighted",0.470100502512563,0.717687961306262
2,"abundance","GLaD_0.5_weighted",0.474874371859296,0.726318852304619
2,"abundance","GLaD_0.5_weighted",0.47964824120603,0.735368364875726
2,"abundance","GLaD_0.5_weighted",0.484422110552764,0.744334633798805
2,"abundance","GLaD_0.5_weighted",0.489195979899497,0.753136100991178
2,"abundance","GLaD_0.5_weighted",0.493969849246231,0.761712167939232
2,"abundance","GLaD_0.5_weighted",0.498743718592965,0.770054406686862
2,"abundance","GLaD_0.5_weighted",0.503517587939698,0.777913582760231
2,"abundance","GLaD_0.5_weighted",0.508291457286432,0.785458678211488
2,"abundance","GLaD_0.5_weighted",0.513065326633166,0.79280401619769
2,"abundance","GLaD_0.5_weighted",0.5178391959799,0.799957954169741
2,"abundance","GLaD_0.5_weighted",0.522613065326633,0.806932126185902
2,"abundance","GLaD_0.5_weighted",0.527386934673367,0.81408220379627
2,"abundance","GLaD_0.5_weighted",0.5321608040201,0.821459052950016
2,"abundance","GLaD_0.5_weighted",0.536934673366834,0.82870776706567
2,"abundance","GLaD_0.5_weighted",0.541708542713568,0.835795200056319
2,"abundance","GLaD_0.5_weighted",0.546482412060301,0.842706837747661
2,"abundance","GLaD_0.5_weighted",0.551256281407035,0.849290265282146
2,"abundance","GLaD_0.5_weighted",0.556030150753769,0.855194079177735
2,"abundance","GLaD_0.5_weighted",0.560804020100502,0.860921173757195
2,"abundance","GLaD_0.5_weighted",0.565577889447236,0.866479274196088
2,"abundance","GLaD_0.5_weighted",0.57035175879397,0.871889117335414
2,"abundance","GLaD_0.5_weighted",0.575125628140704,0.877191968504771
2,"abundance","GLaD_0.5_weighted",0.579899497487437,0.883133956561629
2,"abundance","GLaD_0.5_weighted",0.584673366834171,0.888997882185719
2,"abundance","GLaD_0.5_weighted",0.589447236180905,0.894763141571909
2,"abundance","GLaD_0.5_weighted",0.594221105527638,0.900400914171746
2,"abundance","GLaD_0.5_weighted",0.598994974874372,0.905883909814019
2,"abundance","GLaD_0.5_weighted",0.603768844221106,0.910481615679899
2,"abundance","GLaD_0.5_weighted",0.608542713567839,0.914738271352135
2,"abundance","GLaD_0.5_weighted",0.613316582914573,0.91883545402911
2,"abundance","GLaD_0.5_weighted",0.618090452261307,0.92279390197912
2,"abundance","GLaD_0.5_weighted",0.62286432160804,0.926642675408841
2,"abundance","GLaD_0.5_weighted",0.627638190954774,0.930827787827417
2,"abundance","GLaD_0.5_weighted",0.632412060301508,0.935184030458901
2,"abundance","GLaD_0.5_weighted",0.637185929648241,0.939317547911953
2,"abundance","GLaD_0.5_weighted",0.641959798994975,0.9432056510836
2,"abundance","GLaD_0.5_weighted",0.646733668341709,0.946846820598084
2,"abundance","GLaD_0.5_weighted",0.651507537688442,0.950159881489675
2,"abundance","GLaD_0.5_weighted",0.656281407035176,0.953082345890296
2,"abundance","GLaD_0.5_weighted",0.66105527638191,0.955858577185736
2,"abundance","GLaD_0.5_weighted",0.665829145728643,0.958499130119073
2,"abundance","GLaD_0.5_weighted",0.670603015075377,0.961036639260802
2,"abundance","GLaD_0.5_weighted",0.67537688442211,0.963502234219728
2,"abundance","GLaD_0.5_weighted",0.680150753768844,0.965917429236957
2,"abundance","GLaD_0.5_weighted",0.684924623115578,0.968293863509897
2,"abundance","GLaD_0.5_weighted",0.689698492462312,0.970635796795466
2,"abundance","GLaD_0.5_weighted",0.694472361809045,0.972942842346935
2,"abundance","GLaD_0.5_weighted",0.699246231155779,0.97521207608766
2,"abundance","GLaD_0.5_weighted",0.704020100502513,0.977439469385296
2,"abundance","GLaD_0.5_weighted",0.708793969849246,0.979620922950801
2,"abundance","GLaD_0.5_weighted",0.71356783919598,0.981752508118082
2,"abundance","GLaD_0.5_weighted",0.718341708542714,0.983830581511208
2,"abundance","GLaD_0.5_weighted",0.723115577889447,0.985851882601625
2,"abundance","GLaD_0.5_weighted",0.727889447236181,0.98781355651512
2,"abundance","GLaD_0.5_weighted",0.732663316582915,0.989713138415852
2,"abundance","GLaD_0.5_weighted",0.737437185929648,0.991548520356601
2,"abundance","GLaD_0.5_weighted",0.742211055276382,0.993317912042666
2,"abundance","GLaD_0.5_weighted",0.746984924623115,0.995019801469156
2,"abundance","GLaD_0.5_weighted",0.751758793969849,0.996652918693062
2,"abundance","GLaD_0.5_weighted",0.756532663316583,0.998216220362096
2,"abundance","GLaD_0.5_weighted",0.761306532663317,0.999708861781875
2,"abundance","GLaD_0.5_weighted",0.76608040201005,1
2,"abundance","GLaD_0.5_weighted",0.770854271356784,1
2,"abundance","GLaD_0.5_weighted",0.775628140703518,1
2,"abundance","GLaD_0.5_weighted",0.780402010050251,1
2,"abundance","GLaD_0.5_weighted",0.785175879396985,1
2,"abundance","GLaD_0.5_weighted",0.789949748743719,1
2,"abundance","GLaD_0.5_weighted",0.794723618090452,1
2,"abundance","GLaD_0.5_weighted",0.799497487437186,1
2,"abundance","GLaD_0.5_weighted",0.80427135678392,1
2,"abundance","GLaD_0.5_weighted",0.809045226130653,1
2,"abundance","GLaD_0.5_weighted",0.813819095477387,1
2,"abundance","GLaD_0.5_weighted",0.818592964824121,1
2,"abundance","GLaD_0.5_weighted",0.823366834170854,1
2,"abundance","GLaD_0.5_weighted",0.828140703517588,1
2,"abundance","GLaD_0.5_weighted",0.832914572864322,1
2,"abundance","GLaD_0.5_weighted",0.837688442211055,1
2,"abundance","GLaD_0.5_weighted",0.842462311557789,1
2,"abundance","GLaD_0.5_weighted",0.847236180904523,1
2,"abundance","GLaD_0.5_weighted",0.852010050251256,1
2,"abundance","GLaD_0.5_weighted",0.85678391959799,1
2,"abundance","GLaD_0.5_weighted",0.861557788944724,1
2,"abundance","GLaD_0.5_weighted",0.866331658291457,1
2,"abundance","GLaD_0.5_weighted",0.871105527638191,1
2,"abundance","GLaD_0.5_weighted",0.875879396984925,1
2,"abundance","GLaD_0.5_weighted",0.880653266331658,1
2,"abundance","GLaD_0.5_weighted",0.885427135678392,1
2,"abundance","GLaD_0.5_weighted",0.890201005025126,1
2,"abundance","GLaD_0.5_weighted",0.894974874371859,1
2,"abundance","GLaD_0.5_weighted",0.899748743718593,1
2,"abundance","GLaD_0.5_weighted",0.904522613065327,1
2,"abundance","GLaD_0.5_weighted",0.90929648241206,1
2,"abundance","GLaD_0.5_weighted",0.914070351758794,1
