"k","signal_mode","beta","method","weighted_power","n_nonmissing","total_weight"
2,"abundance",0.25,"aitchison",0.0698654419244006,200,87471.747346755
2,"abundance",0.25,"bray",0.0947981628866009,200,87471.747346755
2,"abundance",0.25,"euclidean",0.0749327209622003,200,87471.747346755
2,"abundance",0.25,"jaccard",0.104798162886601,200,87471.747346755
2,"abundance",0.25,"unifrac_unweighted",0.06,200,87471.747346755
2,"abundance",0.25,"unifrac_weighted_phyloseq",0.2450672790378,200,87471.747346755
2,"abundance",0.3,"GLaD_0.5_unweighted",0.0347981628866009,200,87471.747346755
2,"abundance",0.3,"GLaD_0.5_weighted",0.375470953264598,200,87471.747346755
2,"abundance",0.3,"GLaD_1_unweighted",0.0652018371133992,200,87471.747346755
2,"abundance",0.3,"GLaD_1_weighted",0.400538232302398,200,87471.747346755
2,"abundance",0.3,"GUniFrac",0.365336395188999,200,87471.747346755
2,"abundance",0.3,"aitchison",0.0849327209622004,200,87471.747346755
2,"abundance",0.3,"bray",0.180269116151199,200,87471.747346755
2,"abundance",0.3,"euclidean",0.0901345580755995,200,87471.747346755
2,"abundance",0.3,"jaccard",0.170269116151199,200,87471.747346755
2,"abundance",0.3,"unifrac_unweighted",0.0547981628866009,200,87471.747346755
2,"abundance",0.3,"unifrac_weighted_phyloseq",0.390403674226798,200,87471.747346755
2,"abundance",0.35,"GLaD_0.5_unweighted",0.0398654419244006,200,87471.747346755
2,"abundance",0.35,"GLaD_0.5_weighted",0.454798162886601,200,87471.747346755
2,"abundance",0.35,"GLaD_1_unweighted",0.05,200,87471.747346755
2,"abundance",0.35,"GLaD_1_weighted",0.479865441924401,200,87471.747346755
2,"abundance",0.35,"GUniFrac",0.489192651546403,200,87471.747346755
2,"abundance",0.35,"aitchison",0.0546636048110014,200,87471.747346755
2,"abundance",0.35,"bray",0.224798162886601,200,87471.747346755
2,"abundance",0.35,"euclidean",0.154529046735402,200,87471.747346755
2,"abundance",0.35,"jaccard",0.234663604811001,200,87471.747346755
2,"abundance",0.35,"unifrac_unweighted",0.03,200,87471.747346755
2,"abundance",0.35,"unifrac_weighted_phyloseq",0.534529046735402,200,87471.747346755
2,"abundance",0.4,"GLaD_0.5_unweighted",0.0249327209622003,200,87471.747346755
2,"abundance",0.4,"GLaD_0.5_weighted",0.560538232302398,200,87471.747346755
2,"abundance",0.4,"GLaD_1_unweighted",0.0301345580755995,200,87471.747346755
2,"abundance",0.4,"GLaD_1_weighted",0.560403674226798,200,87471.747346755
2,"abundance",0.4,"GUniFrac",0.63,200,87471.747346755
2,"abundance",0.4,"aitchison",0.0853363951889987,200,87471.747346755
2,"abundance",0.4,"bray",0.280538232302398,200,87471.747346755
2,"abundance",0.4,"euclidean",0.140269116151199,200,87471.747346755
2,"abundance",0.4,"jaccard",0.265470953264598,200,87471.747346755
2,"abundance",0.4,"unifrac_unweighted",0.06,200,87471.747346755
2,"abundance",0.4,"unifrac_weighted_phyloseq",0.625470953264598,200,87471.747346755
2,"abundance",0.45,"GLaD_0.5_unweighted",0.0452018371133992,200,87471.747346755
2,"abundance",0.45,"GLaD_0.5_weighted",0.6401345580756,200,87471.747346755
2,"abundance",0.45,"GLaD_1_unweighted",0.0647981628866009,200,87471.747346755
2,"abundance",0.45,"GLaD_1_weighted",0.650269116151199,200,87471.747346755
2,"abundance",0.45,"GUniFrac",0.7750672790378,200,87471.747346755
2,"abundance",0.45,"aitchison",0.129865441924401,200,87471.747346755
2,"abundance",0.45,"bray",0.38,200,87471.747346755
2,"abundance",0.45,"euclidean",0.195201837113399,200,87471.747346755
2,"abundance",0.45,"jaccard",0.374798162886601,200,87471.747346755
2,"abundance",0.45,"unifrac_unweighted",0.0401345580755995,200,87471.747346755
2,"abundance",0.45,"unifrac_weighted_phyloseq",0.7450672790378,200,87471.747346755
2,"abundance",0.5,"GLaD_0.5_unweighted",0.0805382323023979,200,87471.747346755
2,"abundance",0.5,"GLaD_0.5_weighted",0.7750672790378,200,87471.747346755
2,"abundance",0.5,"GLaD_1_unweighted",0.00506727903779973,200,87471.747346755
2,"abundance",0.5,"GLaD_1_weighted",0.799865441924401,200,87471.747346755
2,"abundance",0.5,"GUniFrac",0.830269116151199,200,87471.747346755
2,"abundance",0.5,"aitchison",0.160672790377997,200,87471.747346755
2,"abundance",0.5,"bray",0.465874627491397,200,87471.747346755
2,"abundance",0.5,"euclidean",0.215605511340198,200,87471.747346755
2,"abundance",0.5,"jaccard",0.445605511340198,200,87471.747346755
2,"abundance",0.5,"unifrac_unweighted",0.0554709532645981,200,87471.747346755
2,"abundance",0.5,"unifrac_weighted_phyloseq",0.829865441924401,200,87471.747346755
2,"abundance",0.55,"GLaD_0.5_unweighted",0.0447981628866009,200,87471.747346755
2,"abundance",0.55,"GLaD_0.5_weighted",0.849730883848801,200,87471.747346755
2,"abundance",0.55,"GLaD_1_unweighted",0.04,200,87471.747346755
2,"abundance",0.55,"GLaD_1_weighted",0.869596325773202,200,87471.747346755
2,"abundance",0.55,"GUniFrac",0.929730883848801,200,87471.747346755
2,"abundance",0.55,"aitchison",0.1249327209622,200,87471.747346755
2,"abundance",0.55,"bray",0.599730883848801,200,87471.747346755
2,"abundance",0.55,"euclidean",0.2250672790378,200,87471.747346755
2,"abundance",0.55,"jaccard",0.564663604811001,200,87471.747346755
2,"abundance",0.55,"unifrac_unweighted",0.0298654419244006,200,87471.747346755
2,"abundance",0.55,"unifrac_weighted_phyloseq",0.914798162886601,200,87471.747346755
2,"abundance",0.6,"GLaD_0.5_unweighted",0.0698654419244006,200,87471.747346755
2,"abundance",0.6,"GLaD_0.5_weighted",0.935605511340198,200,87471.747346755
2,"abundance",0.6,"GLaD_1_unweighted",0.0550672790377998,200,87471.747346755
2,"abundance",0.6,"GLaD_1_weighted",0.960269116151199,200,87471.747346755
2,"abundance",0.6,"GUniFrac",0.9849327209622,200,87471.747346755
2,"abundance",0.6,"aitchison",0.1750672790378,200,87471.747346755
2,"abundance",0.6,"bray",0.690269116151199,200,87471.747346755
2,"abundance",0.6,"euclidean",0.315470953264598,200,87471.747346755
2,"abundance",0.6,"jaccard",0.680269116151199,200,87471.747346755
2,"abundance",0.6,"unifrac_unweighted",0.06,200,87471.747346755
2,"abundance",0.6,"unifrac_weighted_phyloseq",0.965201837113399,200,87471.747346755
2,"abundance",0.65,"GLaD_0.5_unweighted",0.0447981628866009,200,87471.747346755
2,"abundance",0.65,"GLaD_0.5_weighted",0.9350672790378,200,87471.747346755
2,"abundance",0.65,"GLaD_1_unweighted",0.0701345580755995,200,87471.747346755
2,"abundance",0.65,"GLaD_1_weighted",0.940134558075599,200,87471.747346755
2,"abundance",0.65,"GUniFrac",0.964798162886601,200,87471.747346755
2,"abundance",0.65,"aitchison",0.1949327209622,200,87471.747346755
2,"abundance",0.65,"bray",0.729192651546403,200,87471.747346755
2,"abundance",0.65,"euclidean",0.399596325773202,200,87471.747346755
2,"abundance",0.65,"jaccard",0.729461767697602,200,87471.747346755
2,"abundance",0.65,"unifrac_unweighted",0.0595963257732017,200,87471.747346755
2,"abundance",0.65,"unifrac_weighted_phyloseq",0.97,200,87471.747346755
2,"abundance",0.7,"GLaD_0.5_unweighted",0.0849327209622004,200,87471.747346755
2,"abundance",0.7,"GLaD_0.5_weighted",0.969596325773202,200,87471.747346755
2,"abundance",0.7,"GLaD_1_unweighted",0.0350672790377998,200,87471.747346755
2,"abundance",0.7,"GLaD_1_weighted",0.9798654419244,200,87471.747346755
2,"abundance",0.7,"GUniFrac",1,200,87471.747346755
2,"abundance",0.7,"aitchison",0.219865441924401,200,87471.747346755
2,"abundance",0.7,"bray",0.839865441924401,200,87471.747346755
2,"abundance",0.7,"euclidean",0.374394488659802,200,87471.747346755
2,"abundance",0.7,"jaccard",0.819596325773202,200,87471.747346755
2,"abundance",0.7,"unifrac_unweighted",0.0549327209622003,200,87471.747346755
2,"abundance",0.7,"unifrac_weighted_phyloseq",0.9898654419244,200,87471.747346755
2,"abundance",0.75,"GLaD_0.5_unweighted",0.0904036742267984,200,87471.747346755
2,"abundance",0.75,"GLaD_0.5_weighted",0.9850672790378,200,87471.747346755
2,"abundance",0.75,"GLaD_1_unweighted",0.0352018371133992,200,87471.747346755
2,"abundance",0.75,"GLaD_1_weighted",0.9850672790378,200,87471.747346755
2,"abundance",0.75,"GUniFrac",0.9949327209622,200,87471.747346755
2,"abundance",0.75,"aitchison",0.245201837113399,200,87471.747346755
2,"abundance",0.75,"bray",0.914663604811001,200,87471.747346755
2,"abundance",0.75,"euclidean",0.460134558075599,200,87471.747346755
2,"abundance",0.75,"jaccard",0.904529046735402,200,87471.747346755
2,"abundance",0.75,"unifrac_unweighted",0.0452018371133992,200,87471.747346755
2,"abundance",0.75,"unifrac_weighted_phyloseq",0.9949327209622,200,87471.747346755
2,"abundance",0.8,"GLaD_0.5_unweighted",0.0546636048110014,200,87471.747346755
2,"abundance",0.8,"GLaD_0.5_weighted",1,200,87471.747346755
2,"abundance",0.8,"GLaD_1_unweighted",0.0452018371133992,200,87471.747346755
2,"abundance",0.8,"GLaD_1_weighted",0.9950672790378,200,87471.747346755
2,"abundance",0.8,"GUniFrac",1,200,87471.747346755
2,"abundance",0.8,"aitchison",0.294663604811001,200,87471.747346755
2,"abundance",0.8,"bray",0.954663604811001,200,87471.747346755
2,"abundance",0.8,"euclidean",0.569192651546403,200,87471.747346755
2,"abundance",0.8,"jaccard",0.939730883848801,200,87471.747346755
2,"abundance",0.8,"unifrac_unweighted",0.0642599305842031,200,87471.747346755
2,"abundance",0.8,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"abundance",0.85,"GLaD_0.5_unweighted",0.0446636048110014,200,87471.747346755
2,"abundance",0.85,"GLaD_0.5_weighted",1,200,87471.747346755
2,"abundance",0.85,"GLaD_1_unweighted",0.044529046735402,200,87471.747346755
2,"abundance",0.85,"GLaD_1_weighted",1,200,87471.747346755
2,"abundance",0.85,"GUniFrac",1,200,87471.747346755
2,"abundance",0.85,"aitchison",0.328654419244005,200,87471.747346755
2,"abundance",0.85,"bray",0.9698654419244,200,87471.747346755
2,"abundance",0.85,"euclidean",0.634259930584203,200,87471.747346755
2,"abundance",0.85,"jaccard",0.9698654419244,200,87471.747346755
2,"abundance",0.85,"unifrac_unweighted",0.0447981628866009,200,87471.747346755
2,"abundance",0.85,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"abundance",0.9,"GLaD_0.5_unweighted",0.03,200,87471.747346755
2,"abundance",0.9,"GLaD_0.5_weighted",1,200,87471.747346755
2,"abundance",0.9,"GLaD_1_unweighted",0.0249327209622003,200,87471.747346755
2,"abundance",0.9,"GLaD_1_weighted",0.9950672790378,200,87471.747346755
2,"abundance",0.9,"GUniFrac",1,200,87471.747346755
2,"abundance",0.9,"aitchison",0.349596325773202,200,87471.747346755
2,"abundance",0.9,"bray",0.9950672790378,200,87471.747346755
2,"abundance",0.9,"euclidean",0.690269116151199,200,87471.747346755
2,"abundance",0.9,"jaccard",0.9950672790378,200,87471.747346755
2,"abundance",0.9,"unifrac_unweighted",0,200,87471.747346755
2,"abundance",0.9,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"abundance",0.95,"GLaD_0.5_unweighted",0.0250672790377997,200,87471.747346755
2,"abundance",0.95,"GLaD_0.5_weighted",1,200,87471.747346755
2,"abundance",0.95,"GLaD_1_unweighted",0.0349327209622003,200,87471.747346755
2,"abundance",0.95,"GLaD_1_weighted",1,200,87471.747346755
2,"abundance",0.95,"GUniFrac",1,200,87471.747346755
2,"abundance",0.95,"aitchison",0.409865441924401,200,87471.747346755
2,"abundance",0.95,"bray",1,200,87471.747346755
2,"abundance",0.95,"euclidean",0.75,200,87471.747346755
2,"abundance",0.95,"jaccard",1,200,87471.747346755
2,"abundance",0.95,"unifrac_unweighted",0.0450672790377998,200,87471.747346755
2,"abundance",0.95,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"abundance",1,"GLaD_0.5_unweighted",0.0547981628866009,200,87471.747346755
2,"abundance",1,"GLaD_0.5_weighted",1,200,87471.747346755
2,"abundance",1,"GLaD_1_unweighted",0.0549327209622003,200,87471.747346755
2,"abundance",1,"GLaD_1_weighted",1,200,87471.747346755
2,"abundance",1,"GUniFrac",1,200,87471.747346755
2,"abundance",1,"aitchison",0.444259930584203,200,87471.747346755
2,"abundance",1,"bray",1,200,87471.747346755
2,"abundance",1,"euclidean",0.7801345580756,200,87471.747346755
2,"abundance",1,"jaccard",1,200,87471.747346755
2,"abundance",1,"unifrac_unweighted",0.0647981628866009,200,87471.747346755
2,"abundance",1,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"both",0.05,"GLaD_0.5_unweighted",0.0908073484535968,200,87471.747346755
2,"both",0.05,"GLaD_0.5_weighted",0.0449327209622003,200,87471.747346755
2,"both",0.05,"GLaD_1_unweighted",0.0900000000000001,200,87471.747346755
2,"both",0.05,"GLaD_1_weighted",0.0447981628866009,200,87471.747346755
2,"both",0.05,"GUniFrac",0.04,200,87471.747346755
2,"both",0.05,"aitchison",0.0502691161511989,200,87471.747346755
2,"both",0.05,"bray",0.0601345580755995,200,87471.747346755
2,"both",0.05,"euclidean",0.06,200,87471.747346755
2,"both",0.05,"jaccard",0.0601345580755995,200,87471.747346755
2,"both",0.05,"unifrac_unweighted",0.0553363951889987,200,87471.747346755
2,"both",0.05,"unifrac_weighted_phyloseq",0.0298654419244006,200,87471.747346755
2,"both",0.1,"GLaD_0.5_unweighted",0.0804036742267984,200,87471.747346755
2,"both",0.1,"GLaD_0.5_weighted",0.104663604811001,200,87471.747346755
2,"both",0.1,"GLaD_1_unweighted",0.1649327209622,200,87471.747346755
2,"both",0.1,"GLaD_1_weighted",0.0746636048110014,200,87471.747346755
2,"both",0.1,"GUniFrac",0.0894617676976023,200,87471.747346755
2,"both",0.1,"aitchison",0.1101345580756,200,87471.747346755
2,"both",0.1,"bray",0.0801345580755995,200,87471.747346755
2,"both",0.1,"euclidean",0.0949327209622004,200,87471.747346755
2,"both",0.1,"jaccard",0.0701345580755995,200,87471.747346755
2,"both",0.1,"unifrac_unweighted",0.1050672790378,200,87471.747346755
2,"both",0.1,"unifrac_weighted_phyloseq",0.104529046735402,200,87471.747346755
2,"both",0.15,"GLaD_0.5_unweighted",0.129730883848801,200,87471.747346755
2,"both",0.15,"GLaD_0.5_weighted",0.149461767697602,200,87471.747346755
2,"both",0.15,"GLaD_1_unweighted",0.269461767697602,200,87471.747346755
2,"both",0.15,"GLaD_1_weighted",0.1449327209622,200,87471.747346755
2,"both",0.15,"GUniFrac",0.2049327209622,200,87471.747346755
2,"both",0.15,"aitchison",0.0998654419244006,200,87471.747346755
2,"both",0.15,"bray",0.0952018371133993,200,87471.747346755
2,"both",0.15,"euclidean",0.0597308838488011,200,87471.747346755
2,"both",0.15,"jaccard",0.1001345580756,200,87471.747346755
2,"both",0.15,"unifrac_unweighted",0.155201837113399,200,87471.747346755
2,"both",0.15,"unifrac_weighted_phyloseq",0.134798162886601,200,87471.747346755
2,"both",0.2,"GLaD_0.5_unweighted",0.360807348453597,200,87471.747346755
2,"both",0.2,"GLaD_0.5_weighted",0.280269116151199,200,87471.747346755
2,"both",0.2,"GLaD_1_unweighted",0.494125372508603,200,87471.747346755
2,"both",0.2,"GLaD_1_weighted",0.305470953264598,200,87471.747346755
2,"both",0.2,"GUniFrac",0.345470953264598,200,87471.747346755
2,"both",0.2,"aitchison",0.270269116151199,200,87471.747346755
2,"both",0.2,"bray",0.130269116151199,200,87471.747346755
2,"both",0.2,"euclidean",0.0900000000000001,200,87471.747346755
2,"both",0.2,"jaccard",0.1201345580756,200,87471.747346755
2,"both",0.2,"unifrac_unweighted",0.2501345580756,200,87471.747346755
2,"both",0.2,"unifrac_weighted_phyloseq",0.315470953264598,200,87471.747346755
2,"both",0.25,"GLaD_0.5_unweighted",0.444798162886601,200,87471.747346755
2,"both",0.25,"GLaD_0.5_weighted",0.409730883848801,200,87471.747346755
2,"both",0.25,"GLaD_1_unweighted",0.688923535395204,200,87471.747346755
2,"both",0.25,"GLaD_1_weighted",0.399596325773202,200,87471.747346755
2,"both",0.25,"GUniFrac",0.544663604811001,200,87471.747346755
2,"both",0.25,"aitchison",0.289730883848801,200,87471.747346755
2,"both",0.25,"bray",0.1701345580756,200,87471.747346755
2,"both",0.25,"euclidean",0.105336395188999,200,87471.747346755
2,"both",0.25,"jaccard",0.1749327209622,200,87471.747346755
2,"both",0.25,"unifrac_unweighted",0.344529046735402,200,87471.747346755
2,"both",0.25,"unifrac_weighted_phyloseq",0.465336395188999,200,87471.747346755
2,"both",0.3,"GLaD_0.5_unweighted",0.704259930584203,200,87471.747346755
2,"both",0.3,"GLaD_0.5_weighted",0.524798162886601,200,87471.747346755
2,"both",0.3,"GLaD_1_unweighted",0.853856256357405,200,87471.747346755
2,"both",0.3,"GLaD_1_weighted",0.5301345580756,200,87471.747346755
2,"both",0.3,"GUniFrac",0.713721698281805,200,87471.747346755
2,"both",0.3,"aitchison",0.4898654419244,200,87471.747346755
2,"both",0.3,"bray",0.32,200,87471.747346755
2,"both",0.3,"euclidean",0.125201837113399,200,87471.747346755
2,"both",0.3,"jaccard",0.27,200,87471.747346755
2,"both",0.3,"unifrac_unweighted",0.614529046735402,200,87471.747346755
2,"both",0.3,"unifrac_weighted_phyloseq",0.619865441924401,200,87471.747346755
2,"both",0.35,"GLaD_0.5_unweighted",0.914529046735402,200,87471.747346755
2,"both",0.35,"GLaD_0.5_weighted",0.599596325773202,200,87471.747346755
2,"both",0.35,"GLaD_1_unweighted",0.944529046735402,200,87471.747346755
2,"both",0.35,"GLaD_1_weighted",0.629596325773202,200,87471.747346755
2,"both",0.35,"GUniFrac",0.854394488659802,200,87471.747346755
2,"both",0.35,"aitchison",0.724798162886601,200,87471.747346755
2,"both",0.35,"bray",0.339730883848801,200,87471.747346755
2,"both",0.35,"euclidean",0.109596325773202,200,87471.747346755
2,"both",0.35,"jaccard",0.339730883848801,200,87471.747346755
2,"both",0.35,"unifrac_unweighted",0.769327209622003,200,87471.747346755
2,"both",0.35,"unifrac_weighted_phyloseq",0.694663604811001,200,87471.747346755
2,"both",0.4,"GLaD_0.5_unweighted",0.9849327209622,200,87471.747346755
2,"both",0.4,"GLaD_0.5_weighted",0.7798654419244,200,87471.747346755
2,"both",0.4,"GLaD_1_unweighted",0.974798162886601,200,87471.747346755
2,"both",0.4,"GLaD_1_weighted",0.78,200,87471.747346755
2,"both",0.4,"GUniFrac",0.964663604811001,200,87471.747346755
2,"both",0.4,"aitchison",0.854529046735402,200,87471.747346755
2,"both",0.4,"bray",0.524259930584203,200,87471.747346755
2,"both",0.4,"euclidean",0.1950672790378,200,87471.747346755
2,"both",0.4,"jaccard",0.479596325773202,200,87471.747346755
2,"both",0.4,"unifrac_unweighted",0.924259930584203,200,87471.747346755
2,"both",0.4,"unifrac_weighted_phyloseq",0.874798162886601,200,87471.747346755
2,"both",0.45,"GLaD_0.5_unweighted",0.9950672790378,200,87471.747346755
2,"both",0.45,"GLaD_0.5_weighted",0.87,200,87471.747346755
2,"both",0.45,"GLaD_1_unweighted",1,200,87471.747346755
2,"both",0.45,"GLaD_1_weighted",0.8901345580756,200,87471.747346755
2,"both",0.45,"GUniFrac",0.9898654419244,200,87471.747346755
2,"both",0.45,"aitchison",0.975201837113399,200,87471.747346755
2,"both",0.45,"bray",0.634529046735402,200,87471.747346755
2,"both",0.45,"euclidean",0.219596325773202,200,87471.747346755
2,"both",0.45,"jaccard",0.629461767697602,200,87471.747346755
2,"both",0.45,"unifrac_unweighted",0.9849327209622,200,87471.747346755
2,"both",0.45,"unifrac_weighted_phyloseq",0.944798162886601,200,87471.747346755
2,"both",0.5,"GLaD_0.5_unweighted",1,200,87471.747346755
2,"both",0.5,"GLaD_0.5_weighted",0.9750672790378,200,87471.747346755
2,"both",0.5,"GLaD_1_unweighted",0.9949327209622,200,87471.747346755
2,"both",0.5,"GLaD_1_weighted",0.965336395188999,200,87471.747346755
2,"both",0.5,"GUniFrac",1,200,87471.747346755
2,"both",0.5,"aitchison",0.9950672790378,200,87471.747346755
2,"both",0.5,"bray",0.809327209622003,200,87471.747346755
2,"both",0.5,"euclidean",0.3,200,87471.747346755
2,"both",0.5,"jaccard",0.779596325773202,200,87471.747346755
2,"both",0.5,"unifrac_unweighted",1,200,87471.747346755
2,"both",0.5,"unifrac_weighted_phyloseq",0.99,200,87471.747346755
2,"both",0.55,"GLaD_0.5_unweighted",1,200,87471.747346755
2,"both",0.55,"GLaD_0.5_weighted",0.9698654419244,200,87471.747346755
2,"both",0.55,"GLaD_1_unweighted",1,200,87471.747346755
2,"both",0.55,"GLaD_1_weighted",0.9698654419244,200,87471.747346755
2,"both",0.55,"GUniFrac",1,200,87471.747346755
2,"both",0.55,"aitchison",1,200,87471.747346755
2,"both",0.55,"bray",0.909192651546403,200,87471.747346755
2,"both",0.55,"euclidean",0.354663604811001,200,87471.747346755
2,"both",0.55,"jaccard",0.899192651546403,200,87471.747346755
2,"both",0.55,"unifrac_unweighted",1,200,87471.747346755
2,"both",0.55,"unifrac_weighted_phyloseq",0.9949327209622,200,87471.747346755
2,"both",0.6,"GLaD_0.5_unweighted",1,200,87471.747346755
2,"both",0.6,"GLaD_0.5_weighted",0.9898654419244,200,87471.747346755
2,"both",0.6,"GLaD_1_unweighted",1,200,87471.747346755
2,"both",0.6,"GLaD_1_weighted",0.99,200,87471.747346755
2,"both",0.6,"GUniFrac",1,200,87471.747346755
2,"both",0.6,"aitchison",1,200,87471.747346755
2,"both",0.6,"bray",0.954663604811001,200,87471.747346755
2,"both",0.6,"euclidean",0.409596325773202,200,87471.747346755
2,"both",0.6,"jaccard",0.944529046735402,200,87471.747346755
2,"both",0.6,"unifrac_unweighted",1,200,87471.747346755
2,"both",0.6,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"both",0.65,"GLaD_0.5_unweighted",1,200,87471.747346755
2,"both",0.65,"GLaD_0.5_weighted",0.9898654419244,200,87471.747346755
2,"both",0.65,"GLaD_1_unweighted",1,200,87471.747346755
2,"both",0.65,"GLaD_1_weighted",0.9898654419244,200,87471.747346755
2,"both",0.65,"GUniFrac",1,200,87471.747346755
2,"both",0.65,"aitchison",1,200,87471.747346755
2,"both",0.65,"bray",0.9949327209622,200,87471.747346755
2,"both",0.65,"euclidean",0.460269116151199,200,87471.747346755
2,"both",0.65,"jaccard",0.9898654419244,200,87471.747346755
2,"both",0.65,"unifrac_unweighted",1,200,87471.747346755
2,"both",0.65,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"both",0.7,"GLaD_0.5_unweighted",1,200,87471.747346755
2,"both",0.7,"GLaD_0.5_weighted",1,200,87471.747346755
2,"both",0.7,"GLaD_1_unweighted",1,200,87471.747346755
2,"both",0.7,"GLaD_1_weighted",1,200,87471.747346755
2,"both",0.7,"GUniFrac",1,200,87471.747346755
2,"both",0.7,"aitchison",1,200,87471.747346755
2,"both",0.7,"bray",0.9898654419244,200,87471.747346755
2,"both",0.7,"euclidean",0.534529046735402,200,87471.747346755
2,"both",0.7,"jaccard",0.9898654419244,200,87471.747346755
2,"both",0.7,"unifrac_unweighted",1,200,87471.747346755
2,"both",0.7,"unifrac_weighted_phyloseq",1,200,87471.747346755
2,"both",0.75,"GLaD_0.5_unweighted",1,200,87471.747346755
2,"both",0.75,"GLaD_0.5_weighted",0.9949327209622,200,87471.747346755
2,"both",0.75,"GLaD_1_unweighted",1,200,87471.747346755
2,"both",0.75,"GLaD_1_weighted",0.9949327209622,200,87471.747346755
2,"both",0.75,"GUniFrac",1,200,87471.747346755
2,"both",0.75,"aitchison",1,200,87471.747346755
2,"both",0.75,"bray",0.9949327209622,200,87471.747346755
2,"both",0.75,"euclidean",0.616278301718195,200,87471.747346755
2,"both",0.75,"jaccard",0.9949327209622,200,87471.747346755
2,"both",0.75,"unifrac_unweighted",1,200,87471.747346755
